Site,Warehouse,Purchase order number,Vendor code,Vendor name,Store code,Store name,Item number,Product name,Order qty,Unit,Order date,Delivery date,Memo
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
